"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.223908667E0,8.488098907E0,-5.720354462E0,1.378633118E-1
8.233918667E0,8.742569733E0,-5.819448395E0,2.921923828E-1
8.243929667E0,8.970096588E0,-5.868396606E0,3.486250305E-1
8.253939667E0,9.191336517E0,-5.838907928E0,3.291654968E-1
8.263949667E0,9.336983643E0,-5.671855316E0,2.302212524E-1
8.273960667E0,9.404343567E0,-5.414390717E0,2.829116821E-2
8.283970667E0,9.428144073E0,-5.127736816E0,-2.323168945E-1
8.293981667E0,9.436227264E0,-4.833448792E0,-4.722679138E-1
8.303991667E0,9.405840454E0,-4.519551544E0,-6.948550415E-1
8.314002667E0,9.321116638E0,-4.207600250E0,-8.828640747E-1
8.324012667E0,9.215586090E0,-3.943549347E0,-1.071322174E0
8.334022667E0,9.156608734E0,-3.759581909E0,-1.255289612E0
8.344033667E0,9.127569122E0,-3.681145020E0,-1.399589539E0
8.354043667E0,9.116342468E0,-3.644321594E0,-1.502126312E0
8.364054667E0,9.141340485E0,-3.614084473E0,-1.588496704E0
8.374064667E0,9.183852081E0,-3.626358948E0,-1.673669586E0
8.384074667E0,9.252559204E0,-3.678001556E0,-1.790277100E0
8.394085667E0,9.335935822E0,-3.788322144E0,-1.908830566E0
8.404095667E0,9.345216522E0,-3.948040009E0,-1.990410919E0
8.414106667E0,9.256451111E0,-4.146976318E0,-2.008223877E0
8.424116667E0,9.077124023E0,-4.340374146E0,-1.948198700E0
8.434127667E0,8.861272888E0,-4.516857147E0,-1.807640991E0
8.444137667E0,8.613088989E0,-4.656516724E0,-1.620081024E0
8.454147667E0,8.345894623E0,-4.721331940E0,-1.374142456E0
8.464158667E0,8.099956055E0,-4.759203186E0,-1.124461670E0
8.474168667E0,7.915240173E0,-4.804708557E0,-9.385482788E-1
8.484179667E0,7.820786591E0,-4.885839844E0,-7.637118530E-1
8.494189667E0,7.796986084E0,-4.978347473E0,-5.551954651E-1
8.504199667E0,7.849826202E0,-5.033283234E0,-3.475772095E-1
8.514210667E0,7.926915894E0,-5.056335297E0,-1.886077881E-1
8.524220667E0,7.996371460E0,-5.058430939E0,-9.355545044E-2
8.534231667E0,8.153694305E0,-5.084626465E0,7.484436035E-3
8.544241667E0,8.299491119E0,-5.067561951E0,6.511459351E-2
8.554252667E0,8.410859528E0,-4.994813232E0,6.032455444E-2
8.564262667E0,8.494685211E0,-4.851710815E0,3.906875610E-2
8.574272667E0,8.632249146E0,-4.652774506E0,1.526824951E-2
8.584283667E0,8.785979462E0,-4.475543060E0,-2.320175171E-2
8.594293667E0,8.962612152E0,-4.328848114E0,-9.894424438E-2
8.604304667E0,9.078770599E0,-4.211641846E0,-2.276765442E-1
8.614314667E0,9.151070251E0,-4.203558655E0,-3.658392334E-1
8.624325667E0,9.176667023E0,-4.258793793E0,-4.361929321E-1
8.634335667E0,9.129664764E0,-4.333937531E0,-5.057981873E-1
8.644345667E0,9.059909821E0,-4.415667572E0,-5.878276062E-1
8.654356667E0,8.998687134E0,-4.518952789E0,-6.876699829E-1
8.664366667E0,8.934021606E0,-4.655468903E0,-7.694000244E-1
8.674377667E0,8.812174988E0,-4.753065948E0,-8.390052795E-1
8.684387667E0,8.685837708E0,-4.784500580E0,-8.949888611E-1
8.694397667E0,8.541537781E0,-4.784201202E0,-9.524693298E-1
8.704408667E0,8.468339996E0,-4.772226105E0,-9.762698364E-1
8.714418667E0,8.438102875E0,-4.701273651E0,-9.175918579E-1
8.724429667E0,8.408314819E0,-4.594695282E0,-7.629634094E-1
8.734439667E0,8.466992798E0,-4.517156525E0,-5.559439087E-1
8.744450667E0,8.853788452E0,-4.856650543E0,-4.680766296E-1
8.754460667E0,9.342671814E0,-5.704637146E0,-4.432283020E-1
8.764470667E0,9.461824036E0,-6.361321564E0,-3.531156921E-1
8.774481667E0,9.376501465E0,-6.690487061E0,-1.755848694E-1
8.784491667E0,9.430539093E0,-7.068002014E0,-4.640350342E-3
8.794502667E0,9.621392212E0,-7.599247284E0,1.420545959E-1
8.804512667E0,9.716444550E0,-7.864346008E0,3.218307495E-1
8.814523667E0,9.595795441E0,-7.495213623E0,6.155200195E-1
8.824533667E0,9.393416290E0,-6.566694489E0,9.536668396E-1
8.834543667E0,9.206155701E0,-5.457351379E0,1.261426849E0
8.844554667E0,9.227261810E0,-4.472848663E0,1.453477478E0
8.854564667E0,9.487420807E0,-3.572770386E0,1.570084991E0
8.864575667E0,9.795180817E0,-2.902763672E0,1.606159973E0
8.874585667E0,1.017973114E1,-2.605481873E0,1.564546509E0
8.884596667E0,1.050051407E1,-2.686613159E0,1.548080750E0
8.894606667E0,1.070259384E1,-3.080893250E0,1.501377869E0
8.904616667E0,1.079150894E1,-3.532803497E0,1.365310822E0
8.914627667E0,1.084330124E1,-3.990401917E0,1.159039764E0
8.924637667E0,1.096814163E1,-4.603227539E0,8.812174988E-1
8.934648667E0,1.111453720E1,-5.292693787E0,6.227050781E-1
8.944658667E0,1.111154343E1,-5.855074310E0,3.852987671E-1
8.954669667E0,1.081051941E1,-6.142776031E0,1.670526123E-1
8.964679667E0,1.031100815E1,-6.231541443E0,2.993774414E-2
8.974689667E0,9.750872955E0,-6.156846771E0,-7.185058594E-3
8.984700667E0,9.239386597E0,-5.968089294E0,1.856140137E-2
8.994710667E0,8.770561523E0,-5.738317108E0,-2.589614868E-2
9.004721667E0,8.292904816E0,-5.478008423E0,-1.044827271E-1
9.014731667E0,7.816146240E0,-5.188061371E0,-1.947450256E-1
9.024742667E0,7.336543579E0,-4.887486420E0,-2.486329651E-1
9.034752667E0,6.903793488E0,-4.522545319E0,-2.148033142E-1
9.044762667E0,6.592291260E0,-4.250111847E0,-1.877096558E-1
9.054773667E0,6.454727325E0,-4.079317017E0,-1.766326904E-1
9.064783667E0,6.491101685E0,-3.965254211E0,-1.419049072E-1
9.074795042E0,6.607858887E0,-3.871998138E0,-5.718109131E-2
9.084805042E0,6.705006866E0,-3.798800354E0,2.664459229E-2
9.094816042E0,6.751410370E0,-3.775149536E0,5.194198608E-2
9.104826042E0,6.740782471E0,-3.838318176E0,4.535568237E-2
9.114836042E0,6.727759552E0,-3.973636780E0,2.365081787E-2
9.124847042E0,6.650819550E0,-4.133654022E0,1.601669312E-2
9.134857042E0,6.525679779E0,-4.279750214E0,2.784210205E-2
9.144868042E0,6.350843353E0,-4.410278778E0,4.984634399E-2
9.154878042E0,6.159092102E0,-4.521347809E0,9.370513916E-2
9.164888042E0,6.016738129E0,-4.584067383E0,1.606159973E-1
9.174899042E0,5.932164001E0,-4.610711975E0,2.104623413E-1
9.184909042E0,6.001170502E0,-4.618495789E0,2.558180237E-1
9.194920042E0,6.324797516E0,-4.705315247E0,3.135978699E-1
9.204930042E0,6.815028076E0,-4.944517822E0,3.263214111E-1
9.214941042E0,7.370672607E0,-5.346432037E0,2.475851440E-1
9.224951042E0,7.936196594E0,-5.811814270E0,1.751358032E-1
9.234961042E0,8.456065521E0,-6.152505798E0,1.901046753E-1
9.244972042E0,8.975335693E0,-6.409371643E0,1.788780212E-1
9.254982042E0,9.460027771E0,-6.563101959E0,1.484912109E-1
9.264993042E0,9.829459534E0,-6.564598846E0,8.143066406E-2
9.275003042E0,1.010713211E1,-6.459667053E0,-3.098556519E-2
9.285014042E0,1.025891647E1,-6.235133972E0,-1.414558411E-1
9.295024042E0,1.026520340E1,-5.936954041E0,-2.386038208E-1
9.305034042E0,1.030352371E1,-5.786516876E0,-3.411405945E-1
9.315045042E0,1.058748322E1,-6.127657471E0,-4.638853455E-1
9.325055042E0,1.080827408E1,-6.713539124E0,-4.974156189E-1
9.335066042E0,1.056158707E1,-6.893614655E0,-3.059637451E-1
9.345076042E0,1.006491989E1,-6.676566010E0,-2.769241333E-2
9.355087042E0,9.592053223E0,-6.454877014E0,2.460882568E-1
9.365097042E0,9.316326599E0,-6.611002350E0,4.092489624E-1
9.375107042E0,9.098080444E0,-6.857839050E0,5.143304443E-1
9.385118042E0,8.742270355E0,-6.928791504E0,5.969586182E-1
9.395128042E0,8.295299835E0,-6.834786987E0,6.218069458E-1
9.405139042E0,7.983198853E0,-6.665788422E0,5.194198608E-1
9.415149042E0,7.773035889E0,-6.437962189E0,3.439846802E-1
9.425160042E0,7.588020630E0,-6.205794983E0,1.546284485E-1
9.435170042E0,7.432793427E0,-5.919889526E0,-4.924758911E-2
9.445181042E0,7.250622253E0,-5.603597260E0,-2.676434326E-1
9.455191042E0,7.070696411E0,-5.325625305E0,-4.715194702E-1
9.465201042E0,6.925648041E0,-5.065166931E0,-6.445596313E-1
9.475212042E0,6.801855469E0,-4.832850037E0,-8.093669128E-1
9.485222042E0,6.673572235E0,-4.604125671E0,-9.333091736E-1
9.495233042E0,6.516848145E0,-4.339925079E0,-1.011147308E0
9.505243042E0,6.418203278E0,-4.154610443E0,-1.134341125E0
9.515254042E0,6.452332306E0,-4.178560638E0,-1.294058990E0
9.525264042E0,6.641239471E0,-4.348008270E0,-1.435963898E0
9.535274042E0,6.958729248E0,-4.602479095E0,-1.508712616E0
9.545285042E0,7.378606110E0,-4.909490662E0,-1.512903900E0
9.555295042E0,7.934999084E0,-5.315446472E0,-1.389410706E0
9.565306042E0,8.518934784E0,-5.745202789E0,-1.178199921E0
9.575316042E0,8.973689117E0,-6.034251709E0,-9.859996033E-1
9.585327042E0,9.381590881E0,-6.166726227E0,-8.563691711E-1
9.595337042E0,9.843230896E0,-6.259982300E0,-7.994874573E-1
9.605347042E0,1.024978546E1,-6.294560394E0,-8.006849670E-1
9.615358042E0,1.046997757E1,-6.198609924E0,-8.725355530E-1
9.625368042E0,1.044917084E1,-5.967789917E0,-9.491761780E-1
9.635379042E0,1.015443375E1,-5.623206482E0,-1.015039215E0
9.645389042E0,9.647288361E0,-5.230572968E0,-1.080303497E0
9.655400042E0,9.005572815E0,-4.853956146E0,-1.145418091E0
9.665410042E0,8.300239563E0,-4.495751038E0,-1.239272919E0
9.675420042E0,7.635771332E0,-4.231400757E0,-1.301992493E0
9.685431042E0,7.117848358E0,-4.022884369E0,-1.275796967E0
9.695441042E0,6.639443207E0,-3.783382416E0,-1.213825836E0
9.705452042E0,6.330186310E0,-3.643573151E0,-1.179247742E0
9.715462042E0,6.247408447E0,-3.608995056E0,-1.128952332E0
9.725473042E0,6.303990784E0,-3.632346497E0,-1.056203613E0
9.735483042E0,6.375392303E0,-3.666026459E0,-8.922944641E-1
9.745493042E0,6.450985107E0,-3.634891205E0,-6.502478027E-1
9.755504042E0,6.610852661E0,-3.535647583E0,-3.896397400E-1
9.765514042E0,6.824608154E0,-3.425177307E0,-1.562750244E-1
9.775525042E0,7.082222443E0,-3.319347382E0,3.876937866E-2
9.785535042E0,7.433990936E0,-3.225791931E0,1.393601990E-1
9.795546042E0,7.911947021E0,-3.188968506E0,6.002517700E-2
9.805556042E0,8.397986298E0,-3.185675354E0,-1.264869690E-1
9.815567042E0,8.764573975E0,-3.135679321E0,-4.035607910E-1
9.825577042E0,9.007668457E0,-3.085383911E0,-7.473957825E-1
9.835587042E0,9.148226166E0,-3.049608307E0,-1.088536377E0
9.845598042E0,9.166188812E0,-3.000360718E0,-1.367107086E0
9.855608042E0,9.188941498E0,-2.915038147E0,-1.535357208E0
9.865619042E0,9.289831696E0,-2.866688690E0,-1.575174408E0
9.875629042E0,9.503437500E0,-2.983595581E0,-1.514400787E0
9.885640042E0,9.824819183E0,-3.244203644E0,-1.334474945E0
9.895650042E0,1.016700760E1,-3.516936493E0,-1.090931396E0
9.905660042E0,1.050919601E1,-3.754642181E0,-8.602610779E-1
9.915671042E0,1.083072739E1,-4.021986237E0,-7.280859375E-1
9.925681042E0,1.108729385E1,-4.218078461E0,-6.652166748E-1
9.935692042E0,1.124267075E1,-4.279001770E0,-6.415658569E-1
9.945702042E0,1.127515320E1,-4.151616669E0,-5.947132874E-1
9.955713042E0,1.116812576E1,-3.791315918E0,-4.709207153E-1
9.965723042E0,1.089943451E1,-3.291954346E0,-2.826123047E-1
9.975733042E0,1.068792435E1,-2.853815460E0,-1.184037781E-1
9.985744042E0,1.081276474E1,-2.893183594E0,-2.963836670E-2
9.995754042E0,1.095422058E1,-3.269800415E0,1.390608215E-1
1.000576504E1,1.077624069E1,-3.228935394E0,3.969744873E-1
1.001577504E1,1.043045975E1,-2.875370636E0,5.297483826E-1
1.002578604E1,1.031385223E1,-2.847079468E0,4.242178345E-1
1.003579604E1,1.056473053E1,-3.484753418E0,8.607101440E-2
1.004580704E1,1.100676132E1,-4.614454193E0,-3.131488037E-1
1.005581704E1,1.136885834E1,-5.639522552E0,-4.785548401E-1
1.006582667E1,1.153905441E1,-6.143674164E0,-3.781137085E-1
1.007583767E1,1.167407364E1,-6.310876465E0,-2.046244812E-1
1.008584767E1,1.176268936E1,-6.173312531E0,-2.020797729E-2
1.009585867E1,1.185235291E1,-5.873785400E0,9.684860229E-2
1.010586867E1,1.185085602E1,-5.506748657E0,9.071136475E-2
1.011587967E1,1.174697205E1,-5.021308136E0,6.316864014E-2
1.012588967E1,1.164039368E1,-4.539759521E0,2.230361938E-2
1.013589967E1,1.156450150E1,-4.135599976E0,4.939727783E-3
1.014591067E1,1.142633881E1,-3.745062103E0,-6.436614990E-3
1.015592067E1,1.115854568E1,-3.373385010E0,-3.742218018E-2
1.016593167E1,1.087503525E1,-3.111729126E0,-9.385482788E-2
1.017594167E1,1.072145462E1,-3.084635468E0,-1.850152588E-1
1.018595267E1,1.073447754E1,-3.345243530E0,-3.242257690E-1
1.019596267E1,1.080752563E1,-3.859723663E0,-4.568499756E-1
1.020597367E1,1.082878143E1,-4.520599365E0,-5.424719238E-1
1.021598367E1,1.072549622E1,-5.303022308E0,-5.764512634E-1
1.022599367E1,1.040665924E1,-5.972879333E0,-4.998106384E-1
1.023600467E1,9.880952454E0,-6.415508881E0,-3.629951477E-1
1.024601467E1,9.277407532E0,-6.693780212E0,-2.549198914E-1
1.025602567E1,8.684789886E0,-6.731950836E0,-2.203417969E-1
1.026603567E1,8.183182983E0,-6.588249664E0,-2.341131592E-1
1.027604667E1,7.798033905E0,-6.299051056E0,-2.826123047E-1
1.028605667E1,7.579338684E0,-5.955066376E0,-3.751199341E-1
1.029606767E1,7.444618835E0,-5.596711578E0,-4.670288086E-1
1.030607767E1,7.324418793E0,-5.307812347E0,-5.495072937E-1
1.031608767E1,7.235204315E0,-5.097649384E0,-5.981561279E-1
1.032609867E1,7.161557465E0,-4.900958405E0,-5.960604858E-1
1.033610867E1,7.095844116E0,-4.695735168E0,-5.806425476E-1
1.034611967E1,7.065756683E0,-4.477189636E0,-5.658233643E-1
1.035612967E1,7.034621429E0,-4.287534027E0,-5.703140259E-1
1.036614067E1,7.042554932E0,-4.126618652E0,-6.060896301E-1
1.037615067E1,7.118896179E0,-4.020040283E0,-6.432124329E-1
1.038616067E1,7.250622253E0,-3.976331177E0,-6.655160522E-1
1.039617167E1,7.355404358E0,-3.973936157E0,-6.209088135E-1
1.040618167E1,7.394772491E0,-3.986809387E0,-5.438191223E-1
1.041619267E1,7.385791168E0,-4.051624603E0,-4.192781067E-1
1.042620267E1,7.354206848E0,-4.161645813E0,-2.871029663E-1
1.043621367E1,7.322772217E0,-4.322710876E0,-1.206491089E-1
1.044622367E1,7.253316650E0,-4.442162476E0,7.140151978E-2
1.045623467E1,7.173532562E0,-4.476291504E0,2.423460388E-1
1.046624467E1,7.139403534E0,-4.450994110E0,4.050576782E-1
1.047625467E1,7.144492950E0,-4.447551270E0,4.999603271E-1
1.048626567E1,7.223977661E0,-4.515360260E0,5.224136353E-1
1.049627567E1,7.381300507E0,-4.625082092E0,4.941224670E-1
1.050628667E1,7.543563080E0,-4.824467468E0,4.272116089E-1
1.051629667E1,7.703430634E0,-5.044210510E0,3.417393494E-1
1.052630767E1,7.891888733E0,-5.209317169E0,2.514770508E-1
1.053631767E1,8.111631775E0,-5.315446472E0,1.878593445E-1
1.054632767E1,8.324938202E0,-5.420677643E0,1.191522217E-1
1.055633867E1,8.453221436E0,-5.492228851E0,2.200424194E-2
1.056634867E1,8.513396301E0,-5.494174805E0,-3.442840576E-2
1.057635967E1,8.494385834E0,-5.443729706E0,-8.382568359E-3
1.058636967E1,8.443042603E0,-5.259762268E0,6.601272583E-2
1.059638067E1,8.386310577E0,-5.074747009E0,1.465452576E-1
1.060639067E1,8.395291901E0,-5.062622223E0,1.663041687E-1
1.061640167E1,8.608298950E0,-5.343587952E0,9.190887451E-2
1.062641167E1,8.954079895E0,-6.021677856E0,-7.753875732E-2
1.063642167E1,9.015003204E0,-6.549480286E0,-1.618135071E-1
1.064643267E1,8.789871368E0,-6.530769196E0,-7.738906860E-2
1.065644267E1,8.554860077E0,-6.304888916E0,6.227050781E-2
1.066645367E1,8.490942993E0,-6.222709808E0,1.432521057E-1
1.067646367E1,8.584348755E0,-6.318660278E0,9.819580078E-2
1.068647467E1,8.692124634E0,-6.462660828E0,-2.409988403E-2
1.069648467E1,8.768765259E0,-6.639443207E0,-1.064286804E-1
1.070649567E1,8.812923431E0,-6.776707764E0,-9.400451660E-2
1.071650567E1,8.808582458E0,-6.762038269E0,-2.080673218E-2
1.072651567E1,8.759185181E0,-6.554420013E0,9.385482788E-2
1.073652667E1,8.649463348E0,-6.168821869E0,1.923500061E-1
1.074653667E1,8.527616730E0,-5.707181854E0,2.384541321E-1
1.075654767E1,8.479716339E0,-5.274132385E0,2.492317200E-1
1.076655767E1,8.401578827E0,-4.880900116E0,1.691482544E-1
1.077656867E1,8.321195984E0,-4.571044464E0,2.948867798E-2
1.078657867E1,8.246201935E0,-4.332740021E0,-1.327738953E-1
1.079658967E1,8.069718933E0,-4.083059235E0,-3.025209045E-1
1.080659967E1,7.831564178E0,-3.800297241E0,-5.102888489E-1
1.081660967E1,7.668253784E0,-3.504362640E0,-7.512876892E-1
1.082662067E1,7.615114288E0,-3.324736176E0,-1.046773224E0
1.083663067E1,7.711813202E0,-3.313659210E0,-1.409468994E0
1.084664167E1,7.935597839E0,-3.450774078E0,-1.752256165E0
1.085665167E1,8.203241272E0,-3.609593811E0,-2.052531738E0
1.086666267E1,8.483009491E0,-3.837869110E0,-2.287543030E0
1.087667267E1,8.797655182E0,-4.179458771E0,-2.461930389E0
1.088668367E1,9.130562897E0,-4.643643494E0,-2.541265411E0
1.089669367E1,9.429042206E0,-5.106930084E0,-2.526296539E0
1.090670367E1,9.693542175E0,-5.437742157E0,-2.405048676E0
1.091671467E1,9.962981873E0,-5.612728271E0,-2.169887695E0
1.092672467E1,1.017389328E1,-5.623954926E0,-1.910327454E0
1.093673567E1,1.022613464E1,-5.434449005E0,-1.718426514E0
1.094674567E1,1.015608032E1,-5.037773895E0,-1.582060089E0
1.095675667E1,9.995464325E0,-4.584516449E0,-1.454974365E0
1.096676667E1,9.773775330E0,-4.137845306E0,-1.285826111E0
1.097677767E1,9.503736877E0,-3.720213776E0,-1.087787933E0
1.098678767E1,9.157057800E0,-3.429667969E0,-8.590635681E-1
1.099679767E1,8.764424286E0,-3.221900024E0,-6.107299805E-1
1.100680867E1,8.336314545E0,-3.145259399E0,-4.180805969E-1
1.101681867E1,7.979007568E0,-3.177292786E0,-3.324586487E-1
1.102682967E1,7.700586548E0,-3.239563293E0,-2.670446777E-1
1.103683967E1,7.457791443E0,-3.281925201E0,-2.444416809E-1
1.104685067E1,7.297774200E0,-3.318000183E0,-2.435435486E-1
1.105686067E1,7.206164703E0,-3.375480652E0,-2.130070496E-1
1.106687179E1,7.171885986E0,-3.462749176E0,-2.227368164E-1
1.107688179E1,7.169341278E0,-3.559897156E0,-2.456391907E-1
1.108689179E1,7.245383148E0,-3.634442139E0,-2.848576355E-1
1.109690279E1,7.382947083E0,-3.725602570E0,-3.582051086E-1
1.110691279E1,7.540419617E0,-3.791615295E0,-4.662803650E-1
1.111692379E1,7.756420441E0,-3.856729889E0,-5.851332092E-1
1.112693379E1,8.007298737E0,-3.957171021E0,-7.259902954E-1
1.113694479E1,8.285719757E0,-4.100423126E0,-8.408015442E-1
1.114695479E1,8.593180389E0,-4.248315582E0,-9.321116638E-1
1.115696579E1,8.919501801E0,-4.367767181E0,-9.985734558E-1
1.116697579E1,9.294322357E0,-4.473597107E0,-1.049916687E0
1.117698579E1,9.638905792E0,-4.548142090E0,-1.085093536E0
1.118699679E1,9.960137787E0,-4.556524658E0,-1.154698792E0
1.119700679E1,1.029094986E1,-4.536915436E0,-1.253343658E0
1.120701779E1,1.060589493E1,-4.488865356E0,-1.379980316E0
1.121702779E1,1.089614136E1,-4.437671814E0,-1.524579620E0
1.122703879E1,1.110825027E1,-4.370760956E0,-1.640738068E0
1.123704879E1,1.121153549E1,-4.266427917E0,-1.761985931E0
1.124705979E1,1.119252502E1,-4.122726746E0,-1.833088074E0
1.125706979E1,1.104448288E1,-3.945345612E0,-1.865720215E0
1.126708079E1,1.073417816E1,-3.730991364E0,-1.861828308E0
1.127709079E1,1.032582733E1,-3.567082214E0,-1.759141846E0
1.128710079E1,9.875863037E0,-3.445085907E0,-1.597927094E0
1.129711179E1,9.433682556E0,-3.376079407E0,-1.417103119E0
1.130712179E1,9.026229858E0,-3.340752869E0,-1.209185486E0
1.131713279E1,8.641978912E0,-3.264261932E0,-1.014739838E0
1.132714279E1,8.281378784E0,-3.154540100E0,-8.255332947E-1
1.133715379E1,7.957751770E0,-3.063679047E0,-7.021897888E-1
1.134716379E1,7.753875732E0,-2.969524841E0,-6.533912659E-1
1.135717479E1,7.730973358E0,-2.847079468E0,-6.509962463E-1
1.136718479E1,7.822882233E0,-2.765948181E0,-6.809339905E-1
1.137719479E1,8.039032745E0,-2.850971375E0,-7.857160950E-1
1.138720579E1,8.491392059E0,-3.443289642E0,-9.903405762E-1
1.139721579E1,8.978628845E0,-4.491709442E0,-1.124012604E0
1.140722679E1,9.438472595E0,-5.538782043E0,-1.093476105E0
1.141723679E1,9.969119110E0,-6.455775146E0,-9.792636108E-1
1.142724779E1,1.064017365E1,-7.450606384E0,-8.702902222E-1
1.143725779E1,1.130030090E1,-8.446934509E0,-7.430548096E-1
1.144726879E1,1.173948761E1,-8.919202423E0,-5.396278381E-1
1.145727879E1,1.194575867E1,-8.602012024E0,-2.609074402E-1
1.146728979E1,1.195683563E1,-7.631130981E0,-8.577163696E-2
1.147729979E1,1.177616135E1,-6.256838837E0,-5.688171387E-2
1.148730979E1,1.159204422E1,-4.883594513E0,-7.679031372E-2
1.149732079E1,1.154369476E1,-3.686084747E0,-9.595046997E-2
1.150733079E1,1.159698395E1,-2.705473938E0,6.361770630E-2
1.151734179E1,1.168320465E1,-2.151625671E0,2.953358459E-1
1.152735179E1,1.172586594E1,-2.205663300E0,5.758525085E-1
1.153736279E1,1.156405243E1,-2.752326508E0,7.586224365E-1
1.154737279E1,1.108220444E1,-3.555107117E0,6.601272583E-1
1.155738379E1,1.044078827E1,-4.374652863E0,3.516188049E-1
1.156739379E1,9.940528564E0,-5.182971954E0,-5.807922363E-2
1.157740379E1,9.453441467E0,-5.943989410E0,-5.297483826E-1
1.158741479E1,9.087003479E0,-6.606212311E0,-1.034349060E0
1.159742479E1,8.804391174E0,-7.055278473E0,-1.489103394E0
1.160743579E1,8.612340546E0,-7.278314667E0,-1.843566284E0
1.161744579E1,8.517138519E0,-7.254813538E0,-2.058519287E0
1.162745679E1,8.533454590E0,-7.017407227E0,-2.094444580E0
1.163746679E1,8.658594360E0,-6.651567993E0,-2.050136719E0
1.164747779E1,8.801247711E0,-6.291267242E0,-1.947749634E0
1.165748779E1,8.857231293E0,-5.954766998E0,-1.793121185E0
1.166749879E1,8.683592377E0,-5.669160919E0,-1.570084991E0
1.167750879E1,8.363557892E0,-5.449717255E0,-1.343306580E0
1.168751879E1,7.962691498E0,-5.249882812E0,-1.120120697E0
1.169752979E1,7.585625610E0,-5.101840668E0,-9.267228699E-1
1.170753979E1,7.301815796E0,-5.008883972E0,-7.520361328E-1
1.171755079E1,7.089257813E0,-4.925357666E0,-6.218069458E-1
1.172756079E1,6.896758118E0,-4.802014160E0,-5.291496277E-1
1.173757179E1,6.692133636E0,-4.686604156E0,-5.029541016E-1
1.174758179E1,6.514004059E0,-4.625381470E0,-4.625381470E-1
1.175759279E1,6.339317322E0,-4.579277344E0,-3.784130859E-1
1.176760279E1,6.169720001E0,-4.546944580E0,-2.555186462E-1
1.177761379E1,6.067482605E0,-4.544699249E0,-1.365161133E-1
1.178762379E1,6.021228790E0,-4.598587189E0,3.353027344E-2
1.179763379E1,5.958209839E0,-4.679868164E0,1.913021851E-1
1.180764479E1,5.927523651E0,-4.777315521E0,3.526666260E-1
1.181765479E1,5.923931122E0,-4.941524048E0,4.881349182E-1
1.182766579E1,5.907315674E0,-5.145998840E0,5.572911072E-1
1.183767579E1,5.879473572E0,-5.329217834E0,5.872288513E-1
1.184768679E1,5.851032715E0,-5.453160095E0,5.751040649E-1
1.185769679E1,5.901777191E0,-5.507796478E0,5.266049194E-1
1.186770779E1,6.126310272E0,-5.579197998E0,4.775070190E-1
1.187771779E1,6.535409546E0,-5.732628937E0,3.564088440E-1
1.188772779E1,7.011719055E0,-5.909411316E0,1.956431580E-1
1.189773879E1,7.491471405E0,-6.115682373E0,5.852828979E-2
1.190774879E1,7.943231964E0,-6.305487671E0,-6.331832886E-2
1.191775979E1,8.319998474E0,-6.456224213E0,-9.789642334E-2
1.192776979E1,8.644373932E0,-6.558311920E0,-9.924362183E-2
1.193778079E1,8.870553589E0,-6.599176941E0,-7.200027466E-2
1.194779079E1,8.966653748E0,-6.442003784E0,2.859054565E-2
1.195780179E1,8.995693359E0,-6.110742645E0,1.419049072E-1
1.196781179E1,9.264534302E0,-6.099366302E0,1.595681763E-1
1.197782279E1,9.500743103E0,-6.452182617E0,1.757345581E-1
1.198783279E1,9.227261810E0,-6.246510315E0,3.947291565E-1
1.199784279E1,8.645870819E0,-5.565726013E0,6.759942627E-1
1.200785379E1,8.255931702E0,-5.276976471E0,8.717871094E-1
1.201786379E1,8.156538391E0,-5.619015198E0,9.991722107E-1
1.202787479E1,8.013585663E0,-6.011199646E0,1.076561279E0
1.203788479E1,7.827522583E0,-6.251300354E0,9.892927551E-1
1.204789579E1,7.862250366E0,-6.626270599E0,8.238867188E-1
1.205790579E1,8.175698547E0,-7.224726105E0,6.340814209E-1
1.206791704E1,8.501570892E0,-7.687713318E0,4.745132446E-1
1.207792704E1,8.677904205E0,-7.816894684E0,3.673361206E-1
1.208793804E1,8.738977203E0,-7.646698608E0,3.576063538E-1
1.209794804E1,8.679550781E0,-7.293882294E0,4.327500916E-1
1.210795804E1,8.589587860E0,-6.839726715E0,5.032534790E-1
1.211796904E1,8.545729065E0,-6.328988800E0,5.358856201E-1
1.212797904E1,8.469836884E0,-5.774242401E0,5.414241028E-1
1.213799004E1,8.393944702E0,-5.281317444E0,4.599934387E-1
1.214800004E1,8.297994232E0,-4.889731750E0,3.484753418E-1
1.215801104E1,8.130941620E0,-4.580923920E0,2.101629639E-1
1.216802104E1,7.937992859E0,-4.318369904E0,-1.496887207E-3
1.217803204E1,7.829618225E0,-4.147126007E0,-2.820135498E-1
1.218804204E1,7.789651337E0,-4.029620361E0,-5.905220032E-1
1.219805304E1,7.786657562E0,-3.887266388E0,-9.241781616E-1
1.220806304E1,7.785909119E0,-3.720064087E0,-1.246158600E0
1.221807404E1,7.818990326E0,-3.573369141E0,-1.546284485E0
1.222808404E1,7.934550018E0,-3.461701355E0,-1.830393677E0
1.223809404E1,8.188721466E0,-3.481310577E0,-2.063009949E0
1.224810504E1,8.526269531E0,-3.636986847E0,-2.215842133E0
1.225811504E1,8.923094330E0,-3.845353546E0,-2.261646881E0
1.226812604E1,9.341174927E0,-4.096381531E0,-2.203567657E0
